emp_id,emp_name,role,salary,dept_id,store_id
549,Tarun Varma,HR Executive,104870,3,12
550,Ira Dubey,Assistant Manager,115982,3,87
551,Soumya Krishnan,Customer Service Rep,19865,6,110
552,Charan Thomas,Inventory Clerk,110237,5,125
553,Simran Tandon,HR Executive,27850,6,65
554,Vishal Dasgupta,Customer Service Rep,91002,3,99
555,Lavanya Patel,Marketing Associate,32307,6,32
556,Vandana Rastogi,Assistant Manager,98099,4,30
557,Shreya Saxena,Customer Service Rep,53232,5,136
558,Varun Duggal,Marketing Associate,57633,2,126
559,Himanshu Dev,Assistant Manager,46245,2,18
560,Vandana Rastogi,Finance Executive,97467,5,158
561,Kalpana Dube,Customer Service Rep,113276,6,141
562,Sunita Naidu,HR Executive,119821,3,140
563,Aditya Naidu,HR Executive,90987,6,26
564,Manisha Singh,HR Executive,100737,3,164
565,Arjun Chaudhary,Assistant Manager,47267,6,22
566,Tanya Pandey,Inventory Clerk,19749,4,103
567,Shreya Mukherjee,Customer Service Rep,53323,2,184
568,Sunil Rastogi,Sales Executive,49359,4,159
569,Anuj Bhatia,Sales Executive,97116,5,53
570,Anuj Dey,Store Manager,74369,1,187
571,Sonali Chauhan,Data Analyst,99765,2,46
572,Manoj Jain,Marketing Associate,18431,2,10
573,Nikhil Vyas,HR Executive,116081,3,40
574,Aarav Banerjee,HR Executive,82153,4,199
575,Meera Subramanian,Finance Executive,102758,5,22
576,Simran Pachauri,Inventory Clerk,82100,6,160
577,Rahul Bose,Assistant Manager,52517,6,27
578,Kalpana Parmar,HR Executive,83138,6,50
579,Tarun Chatterjee,Inventory Clerk,50822,5,104
580,Manav Kumar,Store Manager,52872,3,148
581,Akanksha Basu,Assistant Manager,104689,4,166
582,Mohit Dasgupta,Cashier,88962,4,93
583,Varun Jadhav,Cashier,72660,1,120
584,Aisha Khatri,Cashier,62067,6,66
585,Prachi Dubey,Finance Executive,86823,3,154
586,Tejas Jadhav,Assistant Manager,82511,2,36
587,Mala Gill,Sales Executive,114953,2,21
588,Trisha Rastogi,Marketing Associate,67629,1,21
589,Anaya Pillai,Cashier,59723,5,77
590,Aditya Mehta,Assistant Manager,107028,4,98
591,Simran Gopal,Store Manager,112795,1,67
592,Manisha Pachauri,Store Manager,119508,2,75
593,Lokesh Saini,Marketing Associate,33291,2,199
594,Tanisha Kumar,Sales Executive,84330,5,93
595,Sarika Patel,Inventory Clerk,28330,4,154
596,Bhavesh Pachauri,Data Analyst,75034,6,137
597,Parth Ahluwalia,Sales Executive,100789,4,10
598,Rohit Bhat,HR Executive,100747,4,162
599,Jaspreet Nath,Cashier,41430,2,78
600,Rekha Chauhan,Finance Executive,99505,4,41
601,Kajal Menon,Customer Service Rep,73922,1,82
602,Tanisha Mukherjee,HR Executive,101442,5,102
603,Kajal Thomas,Assistant Manager,38020,2,113
604,Vivek Chakraborty,Sales Executive,43354,4,183
605,Prakash Patel,Assistant Manager,74139,3,77
606,Ujjwal Thakur,Sales Executive,109452,1,11
607,Veer Rao,Inventory Clerk,87754,4,60
608,Neha Das,Data Analyst,89267,3,65
609,Gaurav Dey,Customer Service Rep,100988,4,174
610,Abhinav Bose,Data Analyst,112367,4,62
611,Rekha Tandon,HR Executive,103038,3,116
612,Arjun Khanna,Assistant Manager,72020,2,100
613,Advika Mehta,Marketing Associate,76347,6,106
614,Sandeep Bansal,Finance Executive,71881,1,149
615,Ravi Ahuja,Cashier,98891,5,58
616,Meera Ganguly,Customer Service Rep,28113,4,115
617,Simran Sinha,Data Analyst,89903,5,182
618,Alok Dubey,Customer Service Rep,90707,6,5
619,Sourabh Thomas,Data Analyst,25634,3,9
620,Sarika Varma,Cashier,64372,5,52
621,Urvi Sinha,Marketing Associate,84507,1,133
622,Sakshi Bhatia,Inventory Clerk,108094,5,97
623,Ravi Pathak,Cashier,89417,3,25
624,Sandeep Thomas,HR Executive,108023,1,193
625,Vivek Modi,Sales Executive,54099,6,69
626,Aisha Shetty,Cashier,27002,3,186
627,Yuvraj Banerjee,Cashier,69541,1,12
628,Rakesh Dube,Assistant Manager,29198,4,64
629,Pooja Dubey,Customer Service Rep,83752,6,148
630,Arjun Das,Store Manager,36922,5,32
631,Prakash Basu,Inventory Clerk,20415,4,79
632,Bhoomi Chatterjee,Marketing Associate,115579,3,114
633,Sagar Srivastava,Sales Executive,99581,6,30
634,Chitra Bhatia,Inventory Clerk,94318,4,61
635,Nikhil Rastogi,Assistant Manager,109510,3,32
636,Vineet Swamy,Inventory Clerk,82892,5,161
637,Kavita Modi,Cashier,63139,6,29
638,Simran Modi,Cashier,81527,4,89
639,Nikhil Rastogi,Sales Executive,98452,1,98
640,Bhoomi Nath,Cashier,90731,3,115
641,Priya Bedi,Cashier,36595,6,63
642,Alok Panda,Assistant Manager,40122,2,108
643,Simran Ali,Sales Executive,75812,4,57
644,Aditya Dubey,Cashier,39132,6,170
645,Sonali Swamy,Customer Service Rep,94036,5,156
646,Aditya Lal,Sales Executive,44687,4,36
647,Sana Mohanty,Assistant Manager,62009,5,152
648,Simran Iyengar,Finance Executive,24339,1,92
649,Mala Rao,Sales Executive,116246,5,27
650,Yash Kashyap,HR Executive,22119,1,83
651,Ravi Dev,Customer Service Rep,93476,4,150
652,Vinay Tyagi,Assistant Manager,113477,1,92
653,Rishi Ali,HR Executive,91611,6,92
654,Asha Jain,Assistant Manager,63602,4,152
655,Rhea Rai,Assistant Manager,92529,4,117
656,Prakash Saxena,Marketing Associate,36914,3,117
657,Sunita Gandhi,Assistant Manager,67524,1,199
658,Asha Saha,Finance Executive,109405,3,78
659,Gaurav Mahajan,Sales Executive,19187,5,110
660,Harsh Srivastava,Sales Executive,60954,6,185
661,Shreya Rastogi,Data Analyst,58852,3,37
662,Lakshmi Dey,Marketing Associate,111572,3,186
663,Rhea Naidu,Cashier,107984,6,65
664,Naman Ahuja,Sales Executive,88590,2,86
665,Arya Goenka,HR Executive,59686,2,188
666,Tanya Duggal,Inventory Clerk,21086,6,79
667,Nikhil Saini,Data Analyst,51933,4,40
668,Nikita Nanda,Marketing Associate,79005,5,5
669,Madhav Mishra,Inventory Clerk,33873,5,190
670,Leena Saxena,Customer Service Rep,104271,4,49
671,Anuj Thomas,Marketing Associate,28310,4,172
672,Advika Srivastava,Sales Executive,66023,6,26
673,Sneha Fernandes,HR Executive,73230,3,43
674,Naman Kashyap,Finance Executive,44792,3,160
675,Krishna Bhattacharya,Finance Executive,119246,2,98
676,Naman Basu,Finance Executive,90847,2,79
677,Ujjwal Gupta,Marketing Associate,59894,4,183
678,Tanmay Gandhi,Inventory Clerk,65164,1,82
679,Rohit Chaudhary,HR Executive,62278,3,168
680,Chitra Khan,Customer Service Rep,112474,2,142
681,Yamini Dasgupta,Sales Executive,89228,6,187
682,Sunita Tripathi,Assistant Manager,77771,2,82
683,Anuj Vyas,Sales Executive,112369,4,79
684,Aisha Khanna,HR Executive,90853,6,73
685,Sneha Jadhav,Store Manager,29694,1,127
686,Deepak Kaul,Cashier,30683,5,70
687,Divya Ali,Data Analyst,85393,1,54
688,Anjali Panda,Cashier,110012,4,94
689,Payal Nanda,Sales Executive,54241,6,74
690,Tanmay Pathak,Assistant Manager,40664,4,94
691,Vinay Modi,Cashier,119131,1,145
692,Ujjwal Ganguly,HR Executive,86843,5,19
693,Krishna Swamy,Cashier,42317,5,148
694,Rashmi Ahluwalia,Finance Executive,94385,1,172
695,Shivam Parmar,HR Executive,97994,5,133
696,Ira Dey,HR Executive,84017,1,168
697,Yash Pillai,Marketing Associate,30004,1,142
698,Pankaj Kumar,Sales Executive,35002,6,99
699,Gauri Sinha,HR Executive,117794,2,42
700,Preeti Mehta,Marketing Associate,72438,3,79
701,Prakash Gupta,Marketing Associate,76606,5,48
702,Juhi Chopra,Inventory Clerk,21224,4,157
703,Rakesh Parmar,Inventory Clerk,74811,4,173
704,Himanshu Pachauri,HR Executive,47610,4,55
705,Sonali Srivastava,Customer Service Rep,73748,3,95
706,Sapna Saini,Inventory Clerk,113517,3,122
707,Devanshi Khatri,Data Analyst,100414,5,20
708,Ravi Krishnan,Sales Executive,62680,5,149
709,Lakshmi Ganguly,Finance Executive,39798,5,49
710,Sana Panda,Finance Executive,83619,6,29
711,Mala Nair,Store Manager,115191,4,154
712,Vandana Chauhan,HR Executive,57622,1,106
713,Urvi Rai,Customer Service Rep,70137,3,103
714,Anaya Bhattacharya,Cashier,29653,4,20
715,Tanya Gill,Customer Service Rep,18709,1,134
716,Seema Rao,Assistant Manager,92165,2,173
717,Anil Mukherjee,Customer Service Rep,94743,3,98
718,Rahul Verma,Finance Executive,115240,5,134
719,Pallavi Shah,HR Executive,45933,2,156
720,Kritika Deshmukh,Marketing Associate,96776,2,89
721,Lavanya Prasad,Data Analyst,57450,5,100
722,Madhav Fernandes,Assistant Manager,36080,1,134
723,Leena Thomas,Sales Executive,33935,3,64
724,Lakshmi Rao,HR Executive,88719,6,183
725,Yash Gopal,Finance Executive,81374,4,175
726,Aditya Modi,Marketing Associate,30836,3,124
727,Arjun Thakur,HR Executive,79580,5,174
728,Vandana Panda,Finance Executive,78673,4,56
729,Suhana Mohanty,Data Analyst,24184,3,23
730,Priya Jain,Sales Executive,23445,4,153
731,Suhana Mahajan,Sales Executive,95030,4,101
732,Rekha Khan,Cashier,82194,1,60
733,Seema Ganguly,Sales Executive,82521,2,160
734,Pallavi Rana,Assistant Manager,60717,3,32
735,Pooja Srivastava,Finance Executive,97586,1,196
736,Vikas Chaudhary,Finance Executive,39526,5,159
737,Anaya Ahluwalia,Store Manager,27111,5,73
738,Nisha Pathak,Inventory Clerk,77083,1,24
739,Rishi Thakur,Inventory Clerk,87505,2,116
740,Naman Kumar,Data Analyst,70255,1,88
741,Mihir Srivastava,Finance Executive,98644,2,139
742,Ishan Modi,Inventory Clerk,71654,6,96
743,Sneha Dubey,HR Executive,116789,1,144
744,Preeti Das,Cashier,85352,6,107
745,Ansh Gandhi,Sales Executive,35806,2,105
746,Payal Bansal,Finance Executive,89839,6,27
747,Vivek Bansal,HR Executive,87839,3,138
748,Pranav Patel,Assistant Manager,86374,4,33
749,Mohit Basu,Marketing Associate,32516,3,137
750,Vineet Varma,Inventory Clerk,84289,6,17
751,Kajal Ghosh,Finance Executive,67759,2,130
752,Nikhil Pandey,Customer Service Rep,43176,5,183
753,Rohit Saha,Cashier,85047,1,102
754,Vaibhav Raghavan,Cashier,112675,3,165
755,Meera Parmar,Marketing Associate,46523,3,132
756,Zoya Mehta,HR Executive,29704,5,111
757,Sapna Bhatia,Marketing Associate,42806,3,146
758,Deepti Rastogi,Assistant Manager,106541,4,44
759,Ishan Rai,Inventory Clerk,102944,4,82
760,Saanvi Jadhav,Marketing Associate,116785,3,97
761,Jaspreet Vyas,Marketing Associate,108008,1,145
762,Anuj Panda,Cashier,109707,6,88
763,Sarika Krishnan,Data Analyst,82497,6,115
764,Sonali Bajpai,Customer Service Rep,111436,5,3
765,Pooja Verma,Sales Executive,75994,6,89
766,Seema Mukherjee,Customer Service Rep,95566,4,162
767,Anil Rajput,Inventory Clerk,119466,3,36
768,Rekha Saini,Marketing Associate,85513,6,112
769,Varun Gopal,Customer Service Rep,54390,5,24
770,Lavanya Bhatia,Data Analyst,76952,5,25
771,Gauri Basu,Data Analyst,23461,6,180
772,Nisha Yadav,Customer Service Rep,24314,6,164
773,Aditya Rajput,Store Manager,44254,6,41
774,Swati Bedi,Cashier,19345,1,122
775,Saanvi Khatri,Inventory Clerk,27480,5,156
776,Manisha Sen,Finance Executive,102042,2,36
777,Vikas Mohanty,Marketing Associate,35118,1,26
778,Tanya Kohli,Store Manager,62977,6,181
779,Rekha Srivastava,HR Executive,56778,5,79
780,Sourabh Bajpai,Assistant Manager,76840,1,62
781,Rakesh Jain,Store Manager,41598,5,136
782,Avani Pathak,Data Analyst,24382,4,64
783,Zoya Shetty,Marketing Associate,56128,4,19
784,Devanshi Khanna,Finance Executive,102446,3,116
785,Kavita Naidu,Store Manager,64452,1,136
786,Vikas Barua,HR Executive,74950,3,59
787,Rakesh Das,Marketing Associate,109952,1,52
788,Seema Goenka,Assistant Manager,110138,6,189
789,Prateek Dey,Store Manager,41964,1,159
790,Pranav Bhatia,Sales Executive,116310,2,79
791,Saanvi Bedi,Marketing Associate,27971,5,20
792,Swati Kumar,Store Manager,64426,1,177
793,Krishna Gill,HR Executive,107577,3,87
794,Juhi Mehta,Inventory Clerk,98120,2,89
795,Prakash Ghosh,HR Executive,106857,3,57
796,Meera Shah,Finance Executive,65632,1,78
797,Ujjwal Zaveri,Customer Service Rep,107495,3,18
798,Kabir Rajput,Inventory Clerk,79140,6,187
799,Vikas Dev,Marketing Associate,35827,2,154
800,Karan Swamy,Marketing Associate,100910,2,111
801,Sagar Mishra,Finance Executive,29643,2,134
802,Nikita Tripathi,Assistant Manager,112157,3,153
803,Farhan Raghavan,HR Executive,60331,3,51
804,Trisha Bhandari,Finance Executive,118363,1,188
805,Dinesh Bhattacharya,Inventory Clerk,94224,6,191
806,Anuj Mahajan,Finance Executive,37070,4,133
807,Prachi Panda,Data Analyst,59617,4,200
808,Payal Ghosh,Finance Executive,98340,6,94
809,Sakshi Tyagi,Marketing Associate,86030,2,27
810,Prakash Rao,Customer Service Rep,61944,3,54
811,Vinay Zaveri,Customer Service Rep,96342,5,36
812,Avani Kaul,Finance Executive,33406,1,1
813,Ravi Ali,Data Analyst,101858,1,170
814,Urvi Yadav,Assistant Manager,72451,3,171
815,Anuj Lal,Finance Executive,49416,4,175
816,Divya Iyengar,HR Executive,67840,3,88
817,Kavita Nanda,HR Executive,34675,3,66
818,Naman Ghosh,Inventory Clerk,94150,5,67
819,Tanmay Dube,Customer Service Rep,84080,4,108
820,Madhav Nath,Store Manager,63841,2,3
821,Himanshu Bhandari,Data Analyst,104001,1,129
822,Vikas Kaul,Data Analyst,93938,1,69
823,Farhan Gill,Sales Executive,98407,4,91
824,Sourabh Gopal,Customer Service Rep,59376,5,66
825,Nisha Bhosale,Assistant Manager,102645,1,53
826,Madhav Basu,Cashier,71993,2,121
827,Ashish Chopra,Marketing Associate,97375,4,117
828,Kalpana Saha,Cashier,116731,2,160
829,Simran Saha,Finance Executive,102886,3,169
830,Aditya Tripathi,Sales Executive,56369,6,61
831,Jahnavi Menon,Customer Service Rep,114291,1,136
832,Neha Patel,Assistant Manager,87891,3,165
833,Vaibhav Sharma,Cashier,115909,5,148
834,Rishi Sen,Assistant Manager,94078,1,125
835,Sapna Vyas,Customer Service Rep,64370,2,26
836,Yash Nambiar,Assistant Manager,73440,3,158
837,Raj Gopal,Cashier,104034,6,95
838,Sunita Kumar,Data Analyst,59604,6,181
839,Shreya Subramanian,Inventory Clerk,85484,5,106
840,Swati Roy,Marketing Associate,63062,6,103
841,Advika Pachauri,Finance Executive,80597,2,123
842,Aditya Chatterjee,Customer Service Rep,25971,5,54
843,Manav Gupta,Sales Executive,103928,3,72
844,Alok Bhosale,Inventory Clerk,21171,4,157
845,Leena Siddiqui,Assistant Manager,60557,5,11
846,Vineet Rana,Finance Executive,33775,1,19
847,Nikhil Yadav,Data Analyst,50217,1,146
848,Anil Agarwal,Marketing Associate,84505,6,145
849,Gautam Pandey,Sales Executive,65920,1,50
850,Himanshu Varma,Cashier,35895,2,98
851,Sana Ghosh,Sales Executive,92140,6,77
852,Rahul Bedi,Store Manager,105750,1,19
853,Dinesh Pillai,Customer Service Rep,103641,5,33
854,Uma Mohanty,Finance Executive,57361,6,79
855,Sagar Verma,Data Analyst,87387,2,193
856,Leena Srivastava,Data Analyst,32610,3,27
857,Sourabh Bhattacharya,Inventory Clerk,20352,2,133
858,Jahnavi Duggal,Marketing Associate,108500,3,5
859,Devanshi Modi,Customer Service Rep,79655,4,125
860,Mala Pathak,Assistant Manager,88184,3,10
861,Sumit Saha,Data Analyst,66559,1,90
862,Prakash Gandhi,Data Analyst,104869,3,121
863,Karan Agarwal,Customer Service Rep,99936,6,103
864,Manav Shetty,Cashier,85843,6,25
865,Namrata Ahuja,Customer Service Rep,107430,2,49
866,Kalpana Saxena,Marketing Associate,19696,4,44
867,Divya Panda,Store Manager,53910,3,136
868,Kalpana Ahluwalia,Customer Service Rep,26384,5,123
869,Muskan Agarwal,Marketing Associate,65931,6,82
870,Rohit Chakraborty,Inventory Clerk,26139,1,122
871,Madhav Bhat,Finance Executive,25590,5,147
872,Sakshi Pachauri,Data Analyst,24445,3,117
873,Nikhil Bhattacharya,Data Analyst,107477,1,103
874,Suraj Barua,Customer Service Rep,73596,4,115
875,Jaspreet Naidu,Customer Service Rep,26136,4,80
876,Asha Jain,Sales Executive,103793,3,5
877,Ritika Kashyap,Sales Executive,37905,3,81
878,Swati Basu,HR Executive,51206,5,45
879,Aarav Bhatia,Sales Executive,106084,1,196
880,Ishan Agarwal,Cashier,76038,3,118
881,Ramesh Kaur,Customer Service Rep,63904,1,193
882,Aarav Ganguly,HR Executive,52958,1,96
883,Alok Srivastava,Assistant Manager,39579,3,198
884,Sumit Jacob,Finance Executive,32969,4,109
885,Tejas Pillai,HR Executive,44670,5,51
886,Simran Lal,HR Executive,57557,2,113
887,Shivam Fernandes,Marketing Associate,82424,1,41
888,Dinesh Khatri,HR Executive,116867,4,172
889,Sunita Dey,Data Analyst,56646,5,2
890,Sagar Zaveri,Inventory Clerk,80897,1,142
891,Jahnavi Barua,Marketing Associate,20569,5,2
892,Chitra Singh,Inventory Clerk,45838,4,156
893,Asha Gandhi,Cashier,55410,1,137
894,Devanshi Dubey,Customer Service Rep,58755,1,67
895,Aditya Goswami,HR Executive,40724,4,125
896,Ravi Gupta,Sales Executive,106457,3,104
897,Simran Varma,Customer Service Rep,85480,3,107
898,Raj Sharma,Customer Service Rep,37493,1,163
899,Gaurav Chopra,Marketing Associate,35173,2,90
900,Sunita Srivastava,Inventory Clerk,26635,3,188
901,Dev Subramanian,Assistant Manager,52954,1,20
902,Vaibhav Nair,Marketing Associate,72406,4,158
903,Shruti Reddy,Store Manager,31192,2,33
904,Kabir Patel,Data Analyst,81428,1,146
905,Sandeep Bedi,Cashier,53676,3,136
906,Rakesh Panda,Sales Executive,88473,1,53
907,Sameer Bhattacharya,Data Analyst,104147,3,31
908,Farhan Dube,Finance Executive,93132,6,127
909,Mihir Ali,Sales Executive,31681,3,96
910,Lakshmi Deshmukh,Customer Service Rep,66128,1,32
911,Tanisha Deshmukh,Finance Executive,82551,6,69
912,Sunil Mehta,Marketing Associate,21172,6,161
913,Vivek Chatterjee,Customer Service Rep,18178,6,16
914,Sunil Modi,Store Manager,53350,2,144
915,Sourabh Modi,Store Manager,92831,1,192
916,Alok Swamy,Inventory Clerk,80932,5,86
917,Swati Kaul,HR Executive,18659,2,116
918,Manisha Patel,Sales Executive,23809,1,20
919,Simran Raghavan,Store Manager,119701,1,28
920,Rhea Gill,Finance Executive,49665,3,92
921,Manoj Mohanty,Inventory Clerk,64204,2,166
922,Saanvi Bansal,Store Manager,118980,4,56
923,Anjali Shah,Marketing Associate,88265,4,67
924,Gaurav Naidu,Data Analyst,58600,1,108
925,Jayant Mukherjee,Assistant Manager,79684,3,161
926,Rakesh Malhotra,HR Executive,114917,1,93
927,Vishal Goenka,Finance Executive,102978,6,130
928,Divya Deshmukh,Assistant Manager,30272,4,163
929,Gautam Sinha,HR Executive,57256,5,107
930,Ashish Nair,Inventory Clerk,55079,2,124
931,Gaurav Rana,Inventory Clerk,116249,3,69
932,Vikram Thakur,Inventory Clerk,99021,4,117
933,Namrata Menon,Store Manager,86866,5,106
934,Rekha Tripathi,Finance Executive,83178,1,18
935,Leena Rajput,Finance Executive,49310,3,182
936,Harsh Gupta,Assistant Manager,54128,5,44
937,Vivek Nambiar,Inventory Clerk,59589,4,176
938,Meera Kaul,Customer Service Rep,69222,2,192
939,Ritika Jacob,Inventory Clerk,56710,4,142
940,Nikita Nath,Cashier,27527,6,78
941,Prachi Tripathi,Data Analyst,69288,5,154
942,Arjun Rai,Finance Executive,30031,3,17
943,Simran Dubey,Store Manager,95966,2,107
944,Deepti Kaul,Customer Service Rep,108563,6,28
945,Sunita Ganguly,Customer Service Rep,22585,3,56
946,Vikas Tandon,Store Manager,79331,5,128
947,Karan Saxena,Store Manager,117418,5,138
948,Harsh Ali,Finance Executive,63296,5,38
949,Aparna Menon,HR Executive,51231,6,178
950,Ravi Chauhan,HR Executive,117752,3,30
951,Akanksha Singh,Finance Executive,106631,1,178
952,Bhoomi Malhotra,Customer Service Rep,35931,2,31
953,Asha Zaveri,Customer Service Rep,101847,5,177
954,Pankaj Agarwal,Sales Executive,71894,2,145
955,Tanisha Kaul,Cashier,88660,3,110
956,Neeraj Tripathi,Assistant Manager,67064,5,116
957,Karan Pillai,HR Executive,60266,2,117
958,Sakshi Kaul,Assistant Manager,118888,4,32
959,Avani Siddiqui,Inventory Clerk,18632,6,160
960,Bhavesh Dey,Finance Executive,44439,5,70
961,Mala Gill,Data Analyst,39903,1,190
962,Rakesh Bose,Inventory Clerk,74252,2,151
963,Vivek Rai,HR Executive,89725,1,167
964,Vivek Dubey,Assistant Manager,86636,3,181
965,Neeraj Mahajan,Marketing Associate,38809,6,135
966,Madhav Rastogi,Data Analyst,64359,3,17
967,Lavanya Thomas,Assistant Manager,32603,6,162
968,Sunil Krishnan,Sales Executive,98847,2,25
969,Amrita Malhotra,Store Manager,83419,1,58
970,Pranav Nath,HR Executive,44855,3,170
971,Farhan Saha,Assistant Manager,90134,2,126
972,Uma Kaur,Inventory Clerk,34368,1,195
973,Ujjwal Swamy,Finance Executive,85505,4,32
974,Kalpana Tripathi,Assistant Manager,117177,2,177
975,Vaibhav Prasad,Marketing Associate,21923,3,34
976,Deepak Mishra,Data Analyst,58330,2,177
977,Aarav Pathak,Store Manager,111697,4,188
978,Bhoomi Verma,Inventory Clerk,55792,4,125
979,Esha Reddy,Cashier,29494,3,104
980,Raj Thakur,Store Manager,117277,5,101
981,Pranav Subramanian,Data Analyst,27831,4,52
982,Lavanya Das,Data Analyst,33922,1,163
983,Prachi Dey,Store Manager,58609,4,54
984,Krishna Kashyap,Customer Service Rep,115593,5,84
985,Neha Kohli,HR Executive,51035,3,190
986,Kritika Roy,Marketing Associate,22609,4,149
987,Manoj Modi,Customer Service Rep,74638,5,156
988,Simran Nambiar,Finance Executive,78746,6,102
989,Ira Prasad,Marketing Associate,115481,3,121
990,Divya Goswami,Customer Service Rep,37547,4,97
991,Ira Kaul,Finance Executive,34177,4,58
992,Sanjay Pandey,Finance Executive,58578,1,51
993,Sourabh Lal,Marketing Associate,99091,1,59
994,Krishna Dey,Assistant Manager,100901,1,57
995,Ansh Bhatia,Cashier,39998,5,23
996,Muskan Banerjee,Marketing Associate,106754,5,185
997,Vishal Singh,Cashier,117238,5,192
998,Abhinav Banerjee,Store Manager,104908,1,38
999,Manav Nath,Data Analyst,73895,5,169
1000,Sneha Chaudhary,Finance Executive,57453,3,34
1001,Rekha Goenka,Sales Executive,89535,3,94
1002,Jayant Saxena,Inventory Clerk,111441,5,174
1003,Vishal Thomas,Data Analyst,76800,5,163
1004,Tejas Prasad,Marketing Associate,111939,3,170
1005,Prateek Thakur,Data Analyst,47162,4,182
1006,Raj Basu,Finance Executive,70230,5,193
1007,Manoj Tripathi,Data Analyst,25327,5,103
1008,Devanshi Bose,Data Analyst,22871,5,52
1009,Dev Iyer,Customer Service Rep,28460,2,46
1010,Himanshu Ali,Inventory Clerk,24323,2,160
1011,Kritika Verma,Cashier,84359,3,194
1012,Rakesh Kohli,HR Executive,63825,6,15
1013,Harsh Prasad,Cashier,61453,1,37
1014,Esha Iyer,HR Executive,43246,2,173
1015,Dev Das,Store Manager,70920,3,44
1016,Payal Dev,Cashier,65154,1,141
1017,Aparna Tripathi,HR Executive,40482,1,79
1018,Aditya Chatterjee,Sales Executive,101716,6,164
1019,Rekha Roy,Cashier,58814,5,115
1020,Yuvraj Rai,Finance Executive,67835,2,123
1021,Raj Kashyap,HR Executive,54219,2,52
1022,Suraj Verma,Inventory Clerk,37683,6,58
1023,Raj Kashyap,Marketing Associate,70618,5,161
1024,Rashmi Ghosh,Finance Executive,20680,2,19
1025,Pranav Sinha,Finance Executive,90243,2,17
1026,Meera Panda,Data Analyst,72130,3,82
1027,Jaspreet Fernandes,Customer Service Rep,84512,5,86
1028,Aisha Yadav,Marketing Associate,71310,2,44
1029,Sonali Chauhan,Marketing Associate,73100,5,107
1030,Sagar Ghosh,Marketing Associate,22687,5,21
1031,Payal Gill,Customer Service Rep,29559,3,131
1032,Anuj Goswami,Customer Service Rep,53280,5,106
1033,Anjali Kashyap,Cashier,51638,5,86
1034,Arya Jadhav,HR Executive,117867,5,53
1035,Gautam Krishnan,Store Manager,46306,4,134
1036,Sunita Krishnan,Assistant Manager,89858,6,175
1037,Yuvraj Khatri,Customer Service Rep,54615,3,112
1038,Aarav Sen,Marketing Associate,22619,4,135
1039,Anuj Kaur,Data Analyst,60535,2,140
1040,Ashish Jain,Marketing Associate,108171,3,30
1041,Naman Rana,Customer Service Rep,22562,5,72
1042,Abhinav Das,Store Manager,46766,3,129
1043,Sagar Bhattacharya,Customer Service Rep,112203,3,194
1044,Himanshu Nair,HR Executive,48959,6,130
1045,Aditya Sen,Data Analyst,76536,6,20
1046,Juhi Mahajan,Marketing Associate,42917,3,36
1047,Simran Subramanian,Marketing Associate,53786,3,84
1048,Sakshi Chopra,Sales Executive,114222,3,120
1049,Yuvraj Saha,Customer Service Rep,87513,2,155
1050,Mohit Joshi,Inventory Clerk,95917,3,29
1051,Farhan Subramanian,Marketing Associate,114246,3,111
1052,Pooja Raghavan,Store Manager,97351,6,127
1053,Saanvi Varma,Sales Executive,59673,4,186
1054,Sourabh Dev,Cashier,83354,6,34
1055,Ishan Panda,Marketing Associate,54655,3,124
1056,Parth Gandhi,Cashier,100263,4,143
1057,Trisha Jain,HR Executive,113604,1,152
1058,Akanksha Basu,HR Executive,69900,5,200
1059,Anuj Iyengar,Cashier,86595,3,105
1060,Jahnavi Basu,HR Executive,92227,5,134
1061,Vikram Kohli,HR Executive,91700,6,75
1062,Manisha Joshi,Marketing Associate,31913,4,126
1063,Dinesh Khatri,HR Executive,96629,5,6
1064,Vandana Ahuja,Assistant Manager,103445,3,136
1065,Himanshu Bhattacharya,Cashier,64814,4,103
1066,Rhea Tandon,Store Manager,18879,4,73
1067,Nikhil Singh,Inventory Clerk,42518,3,97
1068,Manoj Bhosale,Marketing Associate,115310,5,139
1069,Prachi Pachauri,HR Executive,80446,2,196
1070,Sandeep Prasad,Store Manager,80951,5,162
1071,Anaya Subramanian,Inventory Clerk,88026,1,54
1072,Sonali Panda,Data Analyst,64451,4,90
1073,Ashish Ali,Assistant Manager,63096,6,36
1074,Neeraj Sinha,Data Analyst,64971,5,171
1075,Raj Rai,Assistant Manager,19214,5,186
1076,Seema Tyagi,Store Manager,83538,1,144
1077,Sunita Swamy,Store Manager,32123,3,192
1078,Prateek Nair,HR Executive,65912,4,3
1079,Madhav Mahajan,Assistant Manager,72160,3,195
1080,Lavanya Pachauri,Sales Executive,35533,2,184
1081,Mihir Patel,Inventory Clerk,38491,6,32
1082,Lokesh Sharma,Inventory Clerk,68694,4,16
1083,Charan Rastogi,Cashier,115581,5,154
1084,Pankaj Dey,Finance Executive,98250,5,123
1085,Meera Shah,Marketing Associate,69900,6,118
1086,Abhinav Tandon,Data Analyst,27990,3,115
1087,Shreya Krishnan,Cashier,23403,1,134
1088,Trisha Bhat,Inventory Clerk,102033,4,121
1089,Manav Dasgupta,Data Analyst,23341,6,71
1090,Alok Modi,HR Executive,44328,2,48
1091,Soumya Ganguly,Customer Service Rep,40825,3,84
1092,Veer Kashyap,Marketing Associate,33711,1,85
1093,Himanshu Prasad,Store Manager,67675,2,197
