address_id,customer_id,address_line,city,state,pincode,is_default
1611,1611,"40/05
Rai Street",Varanasi,Uttar Pradesh,781098,True
1612,1612,"395
Kunda Ganj",New Delhi,Delhi,143187,True
1613,1613,"68
Batra Circle",Madurai,Tamil Nadu,554790,True
1614,1614,"46/080, Das Chowk",Delhi,Delhi,198219,True
1615,1615,"65
Brar Road",Surat,Gujarat,767272,True
1616,1616,"H.No. 36, Dutt Path",Bilaspur,Chhattisgarh,442362,True
1617,1617,"H.No. 59, Puri Path",Port Blair,Andaman and Nicobar Islands,610937,True
1618,1618,"652
Raj Circle",Jaipur,Rajasthan,687176,True
1619,1619,"H.No. 59
Chanda Zila",Chennai,Tamil Nadu,434139,True
1620,1620,"664
Subramaniam Ganj",Rajkot,Gujarat,363920,True
1621,1621,"H.No. 10
Baral Zila",Varanasi,Uttar Pradesh,034254,True
1622,1622,"35, Issac Street",Warangal,Telangana,410578,True
1623,1623,"18/918, Kadakia Zila",Warangal,Telangana,815664,True
1624,1624,"77
Khare Circle",Agartala,Tripura,123086,True
1625,1625,"91
Rajagopalan",Agartala,Tripura,411592,True
1626,1626,"98/490
Kohli Zila",Srinagar,Jammu & Kashmir,359475,True
1627,1627,"76/744, Bala Road",Salem,Tamil Nadu,006333,True
1628,1628,"H.No. 40, Sarin Marg",Howrah,West Bengal,551321,True
1629,1629,"560
Tara Ganj",Nashik,Maharashtra,825406,True
1630,1630,"56/961
Bhattacharyya Ganj",Bengaluru,Karnataka,215304,True
1631,1631,"H.No. 90, Tailor Zila",Haridwar,Uttarakhand,535493,True
1632,1632,"82/083, Munshi Zila",Siliguri,West Bengal,062974,True
1633,1633,"681
Joshi Nagar",Shillong,Meghalaya,265499,True
1634,1634,"572, Patil Chowk",Udaipur,Rajasthan,773003,True
1635,1635,"H.No. 32
Hora Zila",Rourkela,Odisha,219052,True
1636,1636,"36, Krishnamurthy Road",Rajkot,Gujarat,598389,True
1637,1637,"H.No. 248, Randhawa Street",Patna,Bihar,783882,True
1638,1638,"26/62, Chakrabarti Zila",Bilaspur,Chhattisgarh,235737,True
1639,1639,"59/751, Patla Road",Mangalore,Karnataka,075578,True
1640,1640,"H.No. 010
Prashad Street",Port Blair,Andaman and Nicobar Islands,963123,True
1641,1641,"01/62, Munshi Path",Vadodara,Gujarat,243498,True
1642,1642,"027
Wagle Path",Ahmedabad,Gujarat,627731,True
1643,1643,"719
Chowdhury Circle",Shillong,Meghalaya,759771,True
1644,1644,"098, Mane Chowk",Shimla,Himachal Pradesh,618431,True
1645,1645,"H.No. 38
Edwin Circle",Ludhiana,Punjab,998153,True
1646,1646,"89/66, Mitra Path",Shimla,Himachal Pradesh,546851,True
1647,1647,"83, Sarraf Circle",Aizawl,Mizoram,177883,True
1648,1648,"75/55, Bhattacharyya Road",Karimnagar,Telangana,396960,True
1649,1649,"H.No. 392
Ramaswamy Road",Kanpur,Uttar Pradesh,078031,True
1650,1650,"77
Dey Road",Erode,Tamil Nadu,112162,True
1651,1651,"58/079, Zachariah Chowk",Chandigarh,Punjab,793371,True
1652,1652,"H.No. 81, Purohit Ganj",New Delhi,Delhi,062045,True
1653,1653,"272, Halder Street",Howrah,West Bengal,010714,True
1654,1654,"705
Raj Zila",Ranchi,Jharkhand,392200,True
1655,1655,"H.No. 96, Varkey Zila",Jodhpur,Rajasthan,162816,True
1656,1656,"99, Tara Path",Noida,Uttar Pradesh,037485,True
1657,1657,"48/45
Dugar Ganj",Chandigarh,Punjab,093838,True
1658,1658,"98/918, Bumb Marg",Surat,Gujarat,431400,True
1659,1659,"H.No. 24, Sahota Chowk",Rourkela,Odisha,031407,True
1660,1660,"54/89
Raghavan Circle",Amritsar,Punjab,905090,True
1661,1661,"H.No. 486, Oza Street",Puri,Odisha,385859,True
1662,1662,"310, Bhakta Nagar",Dehradun,Uttarakhand,522655,True
1663,1663,"87/136, Kakar Zila",Chandigarh,Punjab,295597,True
1664,1664,"754, Chakrabarti Nagar",Jamshedpur,Jharkhand,796558,True
1665,1665,"442, Comar Road",Guwahati,Assam,651473,True
1666,1666,"53
Iyengar Nagar",Karimnagar,Telangana,657492,True
1667,1667,"H.No. 43
Sunder Nagar",Indore,Madhya Pradesh,448428,True
1668,1668,"62
Chand Chowk",Gwalior,Madhya Pradesh,595800,True
1669,1669,"H.No. 52
Rao",Siliguri,West Bengal,069289,True
1670,1670,"220, Taneja Road",Indore,Madhya Pradesh,416194,True
1671,1671,"H.No. 40, Khurana Street",Mangalore,Karnataka,639872,True
1672,1672,"H.No. 753, Mohan Chowk",Jamshedpur,Jharkhand,947847,True
1673,1673,"09/478
Pai Ganj",Amritsar,Punjab,118756,True
1674,1674,"H.No. 510
Nagarajan Street",Coimbatore,Tamil Nadu,375508,True
1675,1675,"66/61
Patil Road",Chandigarh,Punjab,651225,True
1676,1676,"H.No. 864, Sood Path",Gwalior,Madhya Pradesh,170406,True
1677,1677,"H.No. 24, Tiwari Circle",Chennai,Tamil Nadu,341656,True
1678,1678,"57/42
Dass Road",Rourkela,Odisha,560425,True
1679,1679,"113
Thaman Chowk",Meerut,Uttar Pradesh,910350,True
1680,1680,"97/90, Balakrishnan Street",Udupi,Karnataka,665765,True
1681,1681,"H.No. 96, Tailor Ganj",Jodhpur,Rajasthan,065603,True
1682,1682,"42/96
Karnik Chowk",Thane,Maharashtra,313058,True
1683,1683,"17/334, Natarajan Nagar",Amritsar,Punjab,987313,True
1684,1684,"H.No. 044, Golla Marg",Varanasi,Uttar Pradesh,462192,True
1685,1685,"H.No. 834
Jaggi Path",Gwalior,Madhya Pradesh,962479,True
1686,1686,"H.No. 252
Buch Marg",New Delhi,Delhi,876064,True
1687,1687,"28/13
Som",Karimnagar,Telangana,981140,True
1688,1688,"H.No. 19
Kumer Path",Kolkata,West Bengal,689164,True
1689,1689,"30/20
Dutta Street",Kolkata,West Bengal,166348,True
1690,1690,"H.No. 162
Patla Chowk",Guwahati,Assam,064752,True
1691,1691,"48/027, Walla Zila",Vadodara,Gujarat,292635,True
1692,1692,"88/606, Jaggi Marg",Udaipur,Rajasthan,433959,True
1693,1693,"86, Tella",Muzaffarpur,Bihar,834270,True
1694,1694,"709, Uppal Chowk",Bhopal,Madhya Pradesh,065108,True
1695,1695,"H.No. 908
Kala Chowk",Udupi,Karnataka,762896,True
1696,1696,"744, Sami Road",Ranchi,Jharkhand,542420,True
1697,1697,"99/83
Sood Circle",Indore,Madhya Pradesh,222060,True
1698,1698,"H.No. 30
Dubey Path",Pune,Maharashtra,841816,True
1699,1699,"13/045
Anne Road",Patiala,Punjab,921008,True
1700,1700,"99/27, Dayal Nagar",Shimla,Himachal Pradesh,142880,True
1701,1701,"49/81
Mody Ganj",Haridwar,Uttarakhand,496873,True
1702,1702,"31
Nagi Zila",Imphal,Manipur,513927,True
1703,1703,"99/86, Grover Path",Bengaluru,Karnataka,289750,True
1704,1704,"H.No. 67, Chopra Path",Dhanbad,Jharkhand,525331,True
1705,1705,"63/45
Narula Nagar",Madurai,Tamil Nadu,839784,True
1706,1706,"62/861
Sachdeva Path",Rourkela,Odisha,618341,True
1707,1707,"13, Sagar Ganj",Karimnagar,Telangana,028649,True
1708,1708,"00/64
Dave Circle",Shillong,Meghalaya,444493,True
1709,1709,"195, Bhalla Road",Agra,Uttar Pradesh,678774,True
1710,1710,"H.No. 18, Pandya Circle",Agartala,Tripura,272158,True
1711,1711,"02/03, Choudhury Street",Meerut,Uttar Pradesh,229329,True
1712,1712,"57/204
Balan Nagar",Trichy,Tamil Nadu,618669,True
1713,1713,"705
Karan",Jodhpur,Rajasthan,629582,True
1714,1714,"H.No. 40
Deshmukh Zila",Chandigarh,Punjab,551962,True
1715,1715,"H.No. 683
Ahuja Ganj",Chennai,Tamil Nadu,780071,True
1716,1716,"H.No. 37
Verma",Aizawl,Mizoram,331642,True
1717,1717,"09, Johal Ganj",Bhopal,Madhya Pradesh,626725,True
1718,1718,"78/71
Gole Path",Ranchi,Jharkhand,684587,True
1719,1719,"H.No. 029
Chaudhary Chowk",Cuttack,Odisha,226299,True
1720,1720,"66/12
Behl",Patna,Bihar,992410,True
1721,1721,"97/143
Sen Circle",Karimnagar,Telangana,526008,True
1722,1722,"H.No. 520
Dash Street",Hyderabad,Telangana,372666,True
1723,1723,"70/282, Rege Street",Nashik,Maharashtra,824199,True
1724,1724,"H.No. 64, Deshpande Road",Guwahati,Assam,251937,True
1725,1725,"H.No. 609, Muni Street",Salem,Tamil Nadu,189374,True
1726,1726,"581, Ganesan Path",Dehradun,Uttarakhand,481925,True
1727,1727,"H.No. 88
Sagar Path",Jaipur,Rajasthan,829517,True
1728,1728,"H.No. 76
Walla Chowk",Ranchi,Jharkhand,610094,True
1729,1729,"876
Gara Road",Jodhpur,Rajasthan,747953,True
1730,1730,"H.No. 41
Tank Street",Warangal,Telangana,241790,True
1731,1731,"34/33
Natt Nagar",Madurai,Tamil Nadu,425784,True
1732,1732,"29, Savant Marg",Patiala,Punjab,569617,True
1733,1733,"20/434
Mahal Chowk",Coimbatore,Tamil Nadu,351147,True
1734,1734,"H.No. 99
Banerjee Ganj",Chennai,Tamil Nadu,949443,True
1735,1735,"97/652
Gaba Chowk",Jodhpur,Rajasthan,398763,True
1736,1736,"22/983
Nagi Street",Ranchi,Jharkhand,532256,True
1737,1737,"H.No. 94, Kamdar Circle",Coimbatore,Tamil Nadu,605989,True
1738,1738,"23/328, Wadhwa Circle",Karimnagar,Telangana,434823,True
1739,1739,"H.No. 574, Mahajan",Panaji,Goa,655275,True
1740,1740,"H.No. 40
Natarajan Nagar",Varanasi,Uttar Pradesh,437862,True
1741,1741,"48/08
Sengupta Path",Chennai,Tamil Nadu,932233,True
1742,1742,"47/38, Gola Marg",Imphal,Manipur,279011,True
1743,1743,"H.No. 26, Batra Chowk",Dehradun,Uttarakhand,531671,True
1744,1744,"955
Sarna Nagar",Shillong,Meghalaya,165441,True
1745,1745,"23
Chahal Marg",Panaji,Goa,027106,True
1746,1746,"45
Bose Nagar",Udaipur,Rajasthan,319214,True
1747,1747,"70/33, Bhattacharyya Nagar",Ahmedabad,Gujarat,761262,True
1748,1748,"97/85, Mallick Zila",New Delhi,Delhi,216450,True
1749,1749,"93/55, Pradhan Road",Surat,Gujarat,597255,True
1750,1750,"79/19, Sarin",Madurai,Tamil Nadu,802151,True
1751,1751,"14, Dada Street",Jaipur,Rajasthan,200907,True
1752,1752,"546, Purohit Ganj",Chennai,Tamil Nadu,107739,True
1753,1753,"059, Sen Street",Raipur,Chhattisgarh,938857,True
1754,1754,"H.No. 83
Gera",Ahmedabad,Gujarat,748226,True
1755,1755,"H.No. 753
Tata Marg",Dehradun,Uttarakhand,371160,True
1756,1756,"943
Handa Zila",Hyderabad,Telangana,272341,True
1757,1757,"45/369
Sathe Path",Gwalior,Madhya Pradesh,576080,True
1758,1758,"H.No. 611, Savant Circle",Hyderabad,Telangana,637046,True
1759,1759,"H.No. 38, Contractor Circle",Delhi,Delhi,022637,True
1760,1760,"H.No. 906
Mallick Road",Bilaspur,Chhattisgarh,730087,True
1761,1761,"10/39
Bali Marg",Shillong,Meghalaya,896780,True
1762,1762,"H.No. 28, Sankar Zila",Dehradun,Uttarakhand,788651,True
1763,1763,"H.No. 79
Dhar Path",Mangalore,Karnataka,134859,True
1764,1764,"239
Doctor Zila",Pune,Maharashtra,620754,True
1765,1765,"611, Tiwari Chowk",Chennai,Tamil Nadu,803583,True
1766,1766,"54, Viswanathan",Ahmedabad,Gujarat,883862,True
1767,1767,"35/874, Chana Chowk",Udupi,Karnataka,123587,True
1768,1768,"H.No. 133, Nath Marg",Bengaluru,Karnataka,506660,True
1769,1769,"40/024, Thakur Ganj",Kolkata,West Bengal,396321,True
1770,1770,"H.No. 81
Balakrishnan Chowk",Agra,Uttar Pradesh,677267,True
1771,1771,"398
Nayar Nagar",Surat,Gujarat,792215,True
1772,1772,"H.No. 699
Bath Nagar",Ranchi,Jharkhand,261108,True
1773,1773,"83/719, Salvi Zila",Mumbai,Maharashtra,158851,True
1774,1774,"333
Kar Ganj",Dhanbad,Jharkhand,770265,True
1775,1775,"906, Batra Ganj",Chennai,Tamil Nadu,674812,True
1776,1776,"64/534, Khatri Chowk",Panaji,Goa,304489,True
1777,1777,"37/54, Murthy Chowk",Jaipur,Rajasthan,545382,True
1778,1778,"71
Manda Zila",Rajkot,Gujarat,410945,True
1779,1779,"11
Magar Nagar",Agartala,Tripura,137901,True
1780,1780,"H.No. 204, Grewal",Jodhpur,Rajasthan,028434,True
1781,1781,"86
Mangat",Coimbatore,Tamil Nadu,997828,True
1782,1782,"46
Tata Marg",Dhanbad,Jharkhand,703398,True
1783,1783,"63/40, Manne",Kolkata,West Bengal,197770,True
1784,1784,"55
Magar Circle",Shillong,Meghalaya,230747,True
1785,1785,"H.No. 87, Oak Zila",Raipur,Chhattisgarh,907823,True
1786,1786,"67/68, Khanna Path",Pune,Maharashtra,257793,True
1787,1787,"H.No. 26
Trivedi Marg",Patiala,Punjab,061924,True
1788,1788,"H.No. 029, Srinivasan Road",Siliguri,West Bengal,240098,True
1789,1789,"39/54
Chatterjee Path",Patiala,Punjab,029385,True
1790,1790,"96/109
Saha Ganj",Thane,Maharashtra,761437,True
1791,1791,"H.No. 96, Choudhury Circle",Jamshedpur,Jharkhand,782458,True
1792,1792,"H.No. 54
Tailor Marg",Port Blair,Andaman and Nicobar Islands,126247,True
1793,1793,"10/049
Ganesh Path",Jaipur,Rajasthan,535100,True
1794,1794,"050, Dugal",Chennai,Tamil Nadu,786443,True
1795,1795,"86, Sankaran Chowk",Imphal,Manipur,896839,True
1796,1796,"46/113
Tak Marg",Chandigarh,Punjab,135380,True
1797,1797,"H.No. 850, Wable Street",Udaipur,Rajasthan,831312,True
1798,1798,"50/212
Dugar Chowk",Patiala,Punjab,788756,True
1799,1799,"15/780
Jayaraman Ganj",Patiala,Punjab,456525,True
1800,1800,"81
Varty Road",Panaji,Goa,225571,True
1801,1801,"051, Bhakta",Surat,Gujarat,924539,True
1802,1802,"H.No. 62, Randhawa",Bhubaneswar,Odisha,469635,True
1803,1803,"H.No. 89, Nath Marg",Leh,Ladakh,027433,True
1804,1804,"890
Nagy Marg",Amritsar,Punjab,152082,True
1805,1805,"28, Khanna Zila",Surat,Gujarat,360312,True
1806,1806,"886, Date Chowk",Chennai,Tamil Nadu,952148,True
1807,1807,"H.No. 371
Narayan Road",Surat,Gujarat,264910,True
1808,1808,"464
Nayak Nagar",Pune,Maharashtra,922321,True
1809,1809,"H.No. 20
Balakrishnan Circle",Aizawl,Mizoram,693486,True
1810,1810,"23/21, Lal Street",Mumbai,Maharashtra,480280,True
1811,1811,"06/394
Padmanabhan Path",Ranchi,Jharkhand,557937,True
1812,1812,"93/617, Hayer Circle",Imphal,Manipur,395513,True
1813,1813,"40/731, Madan Path",Gwalior,Madhya Pradesh,084465,True
1814,1814,"79/08, Sunder",Muzaffarpur,Bihar,330002,True
1815,1815,"H.No. 00
Bora",Mumbai,Maharashtra,851261,True
1816,1816,"48/84
Ramaswamy Path",Salem,Tamil Nadu,223870,True
1817,1817,"21/62, Badami Ganj",Chennai,Tamil Nadu,334074,True
1818,1818,"H.No. 64
Parsa Chowk",Howrah,West Bengal,570489,True
1819,1819,"H.No. 765, Jha Path",Prayagraj,Uttar Pradesh,550868,True
1820,1820,"34/328
Nigam Path",Gandhinagar,Gujarat,604938,True
1821,1821,"92/009
Jha Nagar",Bhubaneswar,Odisha,101491,True
1822,1822,"51/16, Seth Road",Varanasi,Uttar Pradesh,847299,True
1823,1823,"H.No. 04
Raman Circle",Pune,Maharashtra,710695,True
1824,1824,"600
Zachariah",Gandhinagar,Gujarat,387582,True
1825,1825,"H.No. 61
Bawa Road",Pune,Maharashtra,278028,True
1826,1826,"78/94, Borah Ganj",Agartala,Tripura,676445,True
1827,1827,"637
Lall Circle",Siliguri,West Bengal,923998,True
1828,1828,"29/37, Tara Chowk",Mumbai,Maharashtra,715086,True
1829,1829,"23, Mane Marg",Rajkot,Gujarat,881940,True
1830,1830,"228
Andra Road",Chandigarh,Punjab,086414,True
1831,1831,"28/349
Bajwa Path",Rajkot,Gujarat,125027,True
1832,1832,"70
Nazareth Ganj",Surat,Gujarat,322895,True
1833,1833,"H.No. 74
Khurana Zila",Salem,Tamil Nadu,439288,True
1834,1834,"90/94, Dugal Road",Indore,Madhya Pradesh,491613,True
1835,1835,"47/423, Kata",Bilaspur,Chhattisgarh,577855,True
1836,1836,"22, Balasubramanian Path",Prayagraj,Uttar Pradesh,048232,True
1837,1837,"H.No. 15, Lalla",Aizawl,Mizoram,894056,True
1838,1838,"647, Sundaram Street",Dhanbad,Jharkhand,870889,True
1839,1839,"86/08, Raja Street",Kota,Rajasthan,379381,True
1840,1840,"24/731, Dey Chowk",Noida,Uttar Pradesh,784034,True
1841,1841,"07/041, Rai Circle",Agartala,Tripura,863716,True
1842,1842,"87/21, Pillay Nagar",Mysuru,Karnataka,599085,True
1843,1843,"H.No. 732
Sarna Marg",Vadodara,Gujarat,961163,True
1844,1844,"H.No. 71, Datta Street",Guwahati,Assam,699829,True
1845,1845,"H.No. 098
Doshi Street",Bhubaneswar,Odisha,416398,True
1846,1846,"H.No. 512, Mitter Nagar",Meerut,Uttar Pradesh,109316,True
1847,1847,"H.No. 18, Peri Path",Hyderabad,Telangana,881052,True
1848,1848,"46/02, Ratti",Dhanbad,Jharkhand,426560,True
1849,1849,"49/18, Misra Chowk",Bilaspur,Chhattisgarh,527182,True
1850,1850,"H.No. 495, Kunda Circle",Panaji,Goa,531130,True
1851,1851,"H.No. 12
Lata",Delhi,Delhi,503448,True
1852,1852,"H.No. 565, Deep",Jodhpur,Rajasthan,177307,True
1853,1853,"H.No. 619, Borah Marg",Pune,Maharashtra,890673,True
1854,1854,"76/197, Krishna Path",Raipur,Chhattisgarh,764151,True
1855,1855,"H.No. 27
Wason Road",Udaipur,Rajasthan,062260,True
1856,1856,"28/39
Pant Path",Patiala,Punjab,852573,True
1857,1857,"H.No. 856, Golla Path",Nashik,Maharashtra,988110,True
1858,1858,"52/43, Badal Nagar",Haridwar,Uttarakhand,914224,True
1859,1859,"H.No. 619, Din Zila",Rajkot,Gujarat,928604,True
1860,1860,"254
Keer Ganj",Madurai,Tamil Nadu,978127,True
1861,1861,"30/92, Chana Chowk",Amritsar,Punjab,096061,True
1862,1862,"651, Sarraf Circle",Mangalore,Karnataka,607296,True
1863,1863,"43
Gupta Ganj",Trichy,Tamil Nadu,222037,True
1864,1864,"98/801
Sachdev Chowk",Trichy,Tamil Nadu,005541,True
1865,1865,"03/593
Sachdeva",Leh,Ladakh,011931,True
1866,1866,"H.No. 273, Chaudhary Path",Vadodara,Gujarat,339165,True
1867,1867,"H.No. 79
Bains Circle",Indore,Madhya Pradesh,808693,True
1868,1868,"49, Dhingra Zila",Thane,Maharashtra,913192,True
1869,1869,"72
Dixit",Prayagraj,Uttar Pradesh,601283,True
1870,1870,"297
Vaidya Marg",Kota,Rajasthan,982598,True
1871,1871,"61/363, Rout Marg",Guwahati,Assam,263791,True
1872,1872,"H.No. 451
Jani Zila",Guwahati,Assam,675104,True
1873,1873,"34, Nayak Marg",Jaipur,Rajasthan,283655,True
1874,1874,"34/09
Thaker Nagar",New Delhi,Delhi,836793,True
1875,1875,"034
Hari Nagar",Udupi,Karnataka,944740,True
1876,1876,"17, Chhabra Marg",Ludhiana,Punjab,250514,True
1877,1877,"H.No. 50
Gara Circle",Warangal,Telangana,082677,True
1878,1878,"133
Sampath Road",Puri,Odisha,092184,True
1879,1879,"78/61
Banik Nagar",Nagpur,Maharashtra,787915,True
1880,1880,"24, Nadkarni Zila",Shillong,Meghalaya,282246,True
1881,1881,"13/81, Zacharia Zila",Delhi,Delhi,906628,True
1882,1882,"65/719, Nori Street",Chennai,Tamil Nadu,618925,True
1883,1883,"H.No. 09
Malhotra Path",Patiala,Punjab,876370,True
1884,1884,"H.No. 05
Pal Path",Varanasi,Uttar Pradesh,851834,True
1885,1885,"45, Bail Street",Patiala,Punjab,699823,True
1886,1886,"H.No. 86
Chaudhuri",Patna,Bihar,847872,True
1887,1887,"22
Dhillon Marg",Lucknow,Uttar Pradesh,822530,True
1888,1888,"30/48
Kata Marg",Udupi,Karnataka,494801,True
1889,1889,"52/11
Mittal Road",Gandhinagar,Gujarat,019810,True
1890,1890,"H.No. 382
Padmanabhan Road",Jamshedpur,Jharkhand,917859,True
1891,1891,"H.No. 133
Basu Circle",Patna,Bihar,124687,True
1892,1892,"731, Jha Nagar",Madurai,Tamil Nadu,597147,True
1893,1893,"H.No. 841, Panchal Nagar",Varanasi,Uttar Pradesh,729725,True
1894,1894,"64/595
Kalita Zila",Udupi,Karnataka,076141,True
1895,1895,"96/017
Babu",Jamshedpur,Jharkhand,001678,True
1896,1896,"H.No. 50
Raghavan",Warangal,Telangana,534320,True
1897,1897,"03, Bandi Road",Mangalore,Karnataka,600429,True
1898,1898,"139, Dey Ganj",Madurai,Tamil Nadu,698962,True
1899,1899,"H.No. 14, Murthy Chowk",Imphal,Manipur,938339,True
1900,1900,"H.No. 63
Verma Zila",Indore,Madhya Pradesh,788513,True
1901,1901,"65/052, Venkatesh Circle",Prayagraj,Uttar Pradesh,769272,True
1902,1902,"63/459
Mall",Udupi,Karnataka,590800,True
1903,1903,"H.No. 77
Walla Zila",Patna,Bihar,036472,True
1904,1904,"66
Cheema Circle",Bilaspur,Chhattisgarh,112722,True
1905,1905,"86/56, Brar",Delhi,Delhi,347979,True
1906,1906,"H.No. 79
Khare Zila",Rourkela,Odisha,042717,True
1907,1907,"H.No. 38
Shah Ganj",Pune,Maharashtra,931144,True
1908,1908,"013
Andra Road",Karimnagar,Telangana,364221,True
1909,1909,"18, Parmar Circle",Madurai,Tamil Nadu,557586,True
1910,1910,"64
Chaudhuri",Mysuru,Karnataka,688238,True
1911,1911,"31, Nagarajan Path",Mangalore,Karnataka,404693,True
1912,1912,"349, Raman Street",Karimnagar,Telangana,576890,True
1913,1913,"07/526
Sandhu Nagar",Leh,Ladakh,937460,True
1914,1914,"13/294
Kothari Path",Cuttack,Odisha,678636,True
1915,1915,"72/612
Grewal Ganj",Nashik,Maharashtra,661301,True
1916,1916,"30, Mani Ganj",Howrah,West Bengal,020002,True
1917,1917,"73/814
Khanna Road",Trichy,Tamil Nadu,512135,True
1918,1918,"H.No. 77
Nair Circle",Madurai,Tamil Nadu,084750,True
1919,1919,"H.No. 60, Radhakrishnan Street",Kanpur,Uttar Pradesh,659091,True
1920,1920,"H.No. 628, Kota Ganj",Amritsar,Punjab,023233,True
1921,1921,"823
Krishna Ganj",Shillong,Meghalaya,638984,True
1922,1922,"H.No. 521, Patil Marg",Dehradun,Uttarakhand,071981,True
1923,1923,"057
Apte Nagar",Port Blair,Andaman and Nicobar Islands,502446,True
1924,1924,"26
Ravel Ganj",Panaji,Goa,559267,True
1925,1925,"79, Virk Chowk",Udupi,Karnataka,846751,True
1926,1926,"669
Golla Street",Indore,Madhya Pradesh,117785,True
1927,1927,"H.No. 022
Sahota Circle",Udupi,Karnataka,930627,True
1928,1928,"77/173, Chandran Path",Gandhinagar,Gujarat,853939,True
1929,1929,"60/564, Ram Zila",Bengaluru,Karnataka,613957,True
1930,1930,"47/597
Manne Path",Ludhiana,Punjab,822771,True
1931,1931,"H.No. 97, Chadha Marg",Mumbai,Maharashtra,145394,True
1932,1932,"27, Doctor",Jamshedpur,Jharkhand,943409,True
1933,1933,"H.No. 84, Balasubramanian Nagar",Muzaffarpur,Bihar,383884,True
1934,1934,"H.No. 494, Deo Road",Meerut,Uttar Pradesh,196521,True
1935,1935,"H.No. 45, Srinivasan",Jodhpur,Rajasthan,948349,True
1936,1936,"27, Kohli Ganj",Jamshedpur,Jharkhand,247099,True
1937,1937,"104
Maharaj Chowk",Panaji,Goa,664695,True
1938,1938,"39/64
Palla Marg",Vadodara,Gujarat,341687,True
1939,1939,"50/36, Rana Path",Coimbatore,Tamil Nadu,592257,True
1940,1940,"124
Patla Ganj",Agra,Uttar Pradesh,409110,True
1941,1941,"48, Gola Street",Panaji,Goa,999170,True
1942,1942,"40/44
Kaur Ganj",Cuttack,Odisha,872673,True
1943,1943,"596
Desai Path",Muzaffarpur,Bihar,042856,True
1944,1944,"36
Dani Marg",Amritsar,Punjab,895867,True
1945,1945,"56
Walla",Mysuru,Karnataka,983245,True
1946,1946,"337
Dar Nagar",Thane,Maharashtra,457120,True
1947,1947,"17
Tailor Ganj",Lucknow,Uttar Pradesh,126977,True
1948,1948,"88/484, Acharya Road",Cuttack,Odisha,087545,True
1949,1949,"H.No. 791, Pillai Road",Gaya,Bihar,716484,True
1950,1950,"H.No. 37, Talwar Chowk",Patna,Bihar,979329,True
1951,1951,"74
Kala Path",Bengaluru,Karnataka,870954,True
1952,1952,"366, Guha Road",Raipur,Chhattisgarh,739242,True
1953,1953,"H.No. 017, Chacko Zila",Guwahati,Assam,314339,True
1954,1954,"52/431, Chhabra Ganj",Puri,Odisha,659959,True
1955,1955,"18/947, Deol",Cuttack,Odisha,863701,True
1956,1956,"81/623
Rege Path",Chennai,Tamil Nadu,236878,True
1957,1957,"83/09
Balakrishnan Marg",Amritsar,Punjab,004112,True
1958,1958,"71/98
Bhagat Zila",Rajkot,Gujarat,742050,True
1959,1959,"H.No. 94, Karpe Zila",Panaji,Goa,452311,True
1960,1960,"59, Kala Road",Raipur,Chhattisgarh,776201,True
1961,1961,"H.No. 55
Bassi Street",Amritsar,Punjab,457093,True
1962,1962,"69/48
Sekhon Zila",Udaipur,Rajasthan,460545,True
1963,1963,"37/649
Venkatesh Nagar",Salem,Tamil Nadu,303794,True
1964,1964,"28, Biswas Nagar",Kota,Rajasthan,636625,True
1965,1965,"35/93
Desai",Mangalore,Karnataka,105222,True
1966,1966,"H.No. 80, Mittal Zila",Mumbai,Maharashtra,607808,True
1967,1967,"H.No. 644
Krish Marg",Gaya,Bihar,862313,True
1968,1968,"72
Mani Marg",Nagpur,Maharashtra,909251,True
1969,1969,"383
Bobal Nagar",Cuttack,Odisha,597814,True
1970,1970,"98/30
Kanda Path",Mumbai,Maharashtra,568055,True
1971,1971,"500
Mitra Marg",Chandigarh,Punjab,903199,True
1972,1972,"629, Bali Circle",Port Blair,Andaman and Nicobar Islands,784168,True
1973,1973,"63, Pillai Path",Hyderabad,Telangana,044872,True
1974,1974,"H.No. 890
Devan Nagar",Panaji,Goa,493224,True
1975,1975,"H.No. 98
Chaudhuri",Rajkot,Gujarat,291051,True
1976,1976,"H.No. 32, Yohannan Chowk",Erode,Tamil Nadu,149270,True
1977,1977,"46
Ramaswamy Circle",Chandigarh,Punjab,655018,True
1978,1978,"H.No. 033, Lad",Imphal,Manipur,992344,True
1979,1979,"13/35
Tandon Marg",Coimbatore,Tamil Nadu,932422,True
1980,1980,"H.No. 553
Gola Chowk",Srinagar,Jammu & Kashmir,348752,True
1981,1981,"51/934, Kanda Street",Noida,Uttar Pradesh,865015,True
1982,1982,"26/720, Warrior Circle",Kanpur,Uttar Pradesh,472276,True
1983,1983,"H.No. 46
Sura Chowk",Mangalore,Karnataka,485172,True
1984,1984,"11/845
Deshmukh Circle",Dehradun,Uttarakhand,301776,True
1985,1985,"H.No. 07, Gala Chowk",Rajkot,Gujarat,064566,True
1986,1986,"70
Chana Road",Udaipur,Rajasthan,242340,True
1987,1987,"30/336, Sha Circle",Patna,Bihar,251717,True
1988,1988,"H.No. 01
Mukherjee Zila",Bilaspur,Chhattisgarh,915524,True
1989,1989,"83/34, Nadkarni Marg",Lucknow,Uttar Pradesh,130954,True
1990,1990,"H.No. 50
Arora Zila",Bhubaneswar,Odisha,035163,True
1991,1991,"09/085
Issac Ganj",Patna,Bihar,724982,True
