employee_id,store_id,first_name,last_name,email,role,dept_id,joining_date,salary
829,93,Yagnesh,Mangat,yagnesh.mangat@retailmart.com,Visual Merchandiser,1,2025-11-09,57222
830,84,Qushi,Bera,qushi.bera@retailmart.com,Inventory Clerk,2,2025-10-07,34320
831,3,Panini,Manne,panini.manne@retailmart.com,Store Manager,1,2025-08-08,123472
832,198,Ekani,Khatri,ekani.khatri@retailmart.com,Maintenance Staff,8,2024-01-04,16469
833,25,Ikshita,Date,ikshita.date@retailmart.com,Sales Executive,10,2023-01-16,36859
834,27,Zaitra,Char,zaitra.char@retailmart.com,HR Executive,4,2025-10-20,55635
835,114,Gayathri,Sanghvi,gayathri.sanghvi@retailmart.com,Marketing Associate,2,2025-11-24,42448
836,168,Aarnav,Varkey,aarnav.varkey@retailmart.com,Marketing Associate,3,2023-12-03,48171
837,6,David,Mitter,david.mitter@retailmart.com,Regional Manager,6,2024-04-14,187061
838,137,Mason,Warrior,mason.warrior@retailmart.com,Maintenance Staff,4,2024-11-22,16340
839,130,Kiaan,Sekhon,kiaan.sekhon@retailmart.com,Finance Executive,5,2022-01-06,64720
840,122,Dakshesh,Shroff,dakshesh.shroff@retailmart.com,HR Executive,4,2024-12-18,74701
841,95,Christopher,Rastogi,christopher.rastogi@retailmart.com,Cashier,6,2024-10-03,20045
842,26,Hemang,Varty,hemang.varty@retailmart.com,Inventory Clerk,9,2025-07-03,18191
843,147,Advay,Varkey,advay.varkey@retailmart.com,Sales Executive,8,2023-10-05,48938
844,120,Yashvi,Khanna,yashvi.khanna@retailmart.com,Sales Executive,1,2024-06-24,47819
845,25,Hamsini,Viswanathan,hamsini.viswanathan@retailmart.com,Maintenance Staff,4,2025-12-18,22705
846,59,Aarav,Sheth,aarav.sheth@retailmart.com,Customer Service Rep,7,2025-07-08,38473
847,183,Indrajit,Tandon,indrajit.tandon@retailmart.com,Cashier,7,2026-01-25,26520
848,173,Maanas,Cheema,maanas.cheema@retailmart.com,Assistant Manager,6,2024-02-03,62353
849,4,Wakeeta,Khalsa,wakeeta.khalsa@retailmart.com,Customer Service Rep,4,2024-06-07,38862
850,181,Lucky,Rajan,lucky.rajan@retailmart.com,HR Executive,9,2021-08-17,48187
851,152,Mahika,Chaudhry,mahika.chaudhry@retailmart.com,Security Supervisor,3,2022-01-01,32680
852,125,Aditya,Bawa,aditya.bawa@retailmart.com,Inventory Clerk,4,2022-09-28,27077
853,33,Wahab,Rajan,wahab.rajan@retailmart.com,Data Analyst,1,2022-09-22,67246
854,71,Girik,Varghese,girik.varghese@retailmart.com,Finance Executive,8,2025-03-17,56766
855,104,Ekanta,Das,ekanta.das@retailmart.com,Sales Executive,6,2025-11-13,49621
856,98,Yoshita,Agate,yoshita.agate@retailmart.com,Sales Executive,9,2024-07-16,37428
857,175,Damyanti,Jani,damyanti.jani@retailmart.com,Security Supervisor,1,2023-12-09,39352
858,184,Ekavir,Tella,ekavir.tella@retailmart.com,Finance Executive,2,2022-07-04,63920
859,186,Advay,Sha,advay.sha@retailmart.com,HR Executive,7,2025-06-05,51531
860,99,Girik,Talwar,girik.talwar@retailmart.com,Data Analyst,9,2023-01-11,134639
861,192,Guneet,Bhasin,guneet.bhasin@retailmart.com,Maintenance Staff,8,2025-01-12,17460
862,122,Sathvik,Kalita,sathvik.kalita@retailmart.com,Store Associate,4,2025-12-04,24407
863,194,Rushil,Khanna,rushil.khanna@retailmart.com,Data Engineer,1,2025-03-08,134917
864,146,Yagnesh,Padmanabhan,yagnesh.padmanabhan@retailmart.com,Inventory Clerk,5,2025-11-17,23031
865,68,Ishani,Dhaliwal,ishani.dhaliwal@retailmart.com,Maintenance Staff,1,2025-07-26,23785
866,107,Wazir,Lanka,wazir.lanka@retailmart.com,Store Manager,4,2024-09-04,90598
867,180,Samar,Bhat,samar.bhat@retailmart.com,Data Engineer,3,2025-08-28,140600
868,70,Mugdha,Narayan,mugdha.narayan@retailmart.com,Logistics Coordinator,1,2025-09-27,54094
869,186,Eshana,Nigam,eshana.nigam@retailmart.com,Marketing Associate,1,2024-10-06,44654
870,102,Jacob,Wali,jacob.wali@retailmart.com,Finance Executive,10,2024-01-04,43390
871,52,Aashi,Morar,aashi.morar@retailmart.com,Store Associate,8,2022-01-27,17147
872,163,Bakhshi,Bhatnagar,bakhshi.bhatnagar@retailmart.com,Data Engineer,10,2024-04-18,120660
873,197,Hamsini,Verma,hamsini.verma@retailmart.com,Regional Manager,10,2022-12-23,129112
874,22,Edhitha,Lata,edhitha.lata@retailmart.com,Sales Executive,2,2022-12-04,25318
875,119,Kashish,Gopal,kashish.gopal@retailmart.com,Inventory Clerk,9,2025-06-07,21704
876,47,Ekiya,Seth,ekiya.seth@retailmart.com,Marketing Associate,2,2022-02-27,40740
877,63,Arjun,Mital,arjun.mital@retailmart.com,HR Executive,2,2022-03-13,60600
878,136,Ekapad,Parmer,ekapad.parmer@retailmart.com,Customer Service Rep,8,2023-10-07,23889
879,30,Charvi,Atwal,charvi.atwal@retailmart.com,Marketing Associate,5,2024-07-02,22941
880,41,Ekalinga,Patla,ekalinga.patla@retailmart.com,Store Manager,3,2024-05-14,105695
881,18,Thomas,Dalal,thomas.dalal@retailmart.com,Data Engineer,6,2024-02-08,217734
882,45,Tristan,Dayal,tristan.dayal@retailmart.com,Maintenance Staff,4,2025-02-26,18316
883,179,Sudiksha,Mannan,sudiksha.mannan@retailmart.com,Assistant Manager,8,2024-02-21,80077
884,182,Indrajit,Bali,indrajit.bali@retailmart.com,Visual Merchandiser,5,2025-10-12,36041
885,81,Zansi,Chandra,zansi.chandra@retailmart.com,Store Associate,4,2026-01-29,17676
886,140,Sara,Bhardwaj,sara.bhardwaj@retailmart.com,Store Associate,6,2025-02-25,28681
887,121,Ekaja,Halder,ekaja.halder@retailmart.com,Data Engineer,4,2023-04-29,205713
888,103,Jyoti,Parekh,jyoti.parekh@retailmart.com,Customer Service Rep,4,2024-07-20,20398
889,12,Ryan,Bail,ryan.bail@retailmart.com,Visual Merchandiser,2,2025-01-07,40729
890,185,Anthony,Batra,anthony.batra@retailmart.com,Store Manager,9,2025-02-02,138414
891,36,Hemani,Shetty,hemani.shetty@retailmart.com,Sales Executive,5,2025-04-30,49843
892,8,Ati,Dayal,ati.dayal@retailmart.com,Data Analyst,4,2025-03-30,119411
893,160,Barkha,Varty,barkha.varty@retailmart.com,Regional Manager,9,2024-06-07,165441
894,196,Arjun,Bera,arjun.bera@retailmart.com,Customer Service Rep,8,2025-11-26,34578
895,89,Anita,Sandhu,anita.sandhu@retailmart.com,Store Associate,6,2025-04-12,28092
896,196,Avni,Krish,avni.krish@retailmart.com,Customer Service Rep,10,2024-08-16,36350
897,89,George,Roy,george.roy@retailmart.com,Store Associate,7,2024-02-13,28952
898,71,Arunima,Radhakrishnan,arunima.radhakrishnan@retailmart.com,Customer Service Rep,10,2024-12-09,37405
899,71,Andrew,Bhakta,andrew.bhakta@retailmart.com,Finance Executive,10,2025-09-09,45425
900,171,Chaman,Upadhyay,chaman.upadhyay@retailmart.com,Finance Executive,10,2024-11-22,68651
901,148,Hemang,Puri,hemang.puri@retailmart.com,Data Analyst,10,2025-09-03,68157
902,200,Lavanya,Comar,lavanya.comar@retailmart.com,Sales Executive,1,2024-10-29,26266
903,107,Anmol,Sood,anmol.sood@retailmart.com,Inventory Clerk,6,2025-09-14,27018
904,67,Udant,Shere,udant.shere@retailmart.com,Security Supervisor,3,2024-08-28,28242
905,152,Veda,Gokhale,veda.gokhale@retailmart.com,Regional Manager,3,2022-04-27,232871
906,184,Nisha,Sabharwal,nisha.sabharwal@retailmart.com,Regional Manager,7,2024-10-06,123235
907,140,Yuvraj,Kar,yuvraj.kar@retailmart.com,Data Analyst,6,2025-09-18,130753
908,48,Pavani,Agarwal,pavani.agarwal@retailmart.com,Data Engineer,8,2025-08-01,134074
909,4,Shivansh,Kannan,shivansh.kannan@retailmart.com,Data Engineer,10,2024-06-05,176843
910,97,Ayushman,Sami,ayushman.sami@retailmart.com,Assistant Manager,4,2025-10-24,77839
911,39,Tristan,Hayre,tristan.hayre@retailmart.com,Regional Manager,5,2025-09-03,198063
912,77,Quincy,Parikh,quincy.parikh@retailmart.com,Store Associate,2,2024-12-27,17849
913,161,Harsh,Roy,harsh.roy@retailmart.com,Regional Manager,10,2024-11-26,146280
914,62,Aradhana,Date,aradhana.date@retailmart.com,Data Engineer,7,2024-09-22,127356
915,66,Robert,Boase,robert.boase@retailmart.com,Customer Service Rep,1,2023-12-26,43157
916,160,Dayita,Menon,dayita.menon@retailmart.com,Logistics Coordinator,3,2026-02-11,31013
917,60,Diya,Sahota,diya.sahota@retailmart.com,Store Associate,3,2024-12-04,16873
918,30,Onveer,Sharaf,onveer.sharaf@retailmart.com,Data Engineer,4,2021-10-02,203030
919,110,Urmi,Char,urmi.char@retailmart.com,Data Engineer,6,2023-06-12,201448
920,37,Simon,Lata,simon.lata@retailmart.com,Customer Service Rep,7,2023-06-18,33043
921,128,Widisha,Tella,widisha.tella@retailmart.com,Data Analyst,1,2023-12-19,137499
922,26,Christopher,Bains,christopher.bains@retailmart.com,Customer Service Rep,7,2023-07-24,37616
923,130,Rohan,Saran,rohan.saran@retailmart.com,Sales Executive,2,2022-04-12,46948
924,41,Darsh,Atwal,darsh.atwal@retailmart.com,Regional Manager,4,2025-08-03,185038
925,10,Devika,Swaminathan,devika.swaminathan@retailmart.com,Store Manager,6,2024-10-06,143527
926,147,Aashi,Baral,aashi.baral@retailmart.com,Visual Merchandiser,10,2024-02-03,34346
927,94,Samuel,Viswanathan,samuel.viswanathan@retailmart.com,Maintenance Staff,2,2025-11-20,17721
928,77,Omya,Raman,omya.raman@retailmart.com,Inventory Clerk,2,2025-05-15,18458
929,177,Watika,Pandit,watika.pandit@retailmart.com,Finance Executive,7,2025-11-24,55827
930,107,Anjali,Ben,anjali.ben@retailmart.com,Marketing Associate,1,2025-04-16,44460
931,139,Chaitaly,Dasgupta,chaitaly.dasgupta@retailmart.com,Cashier,9,2022-09-26,17216
932,160,Ekbal,Chaudhari,ekbal.chaudhari@retailmart.com,Regional Manager,4,2026-01-03,200767
933,43,Laksh,Dasgupta,laksh.dasgupta@retailmart.com,Inventory Clerk,1,2024-08-02,19162
934,140,Ubika,Seshadri,ubika.seshadri@retailmart.com,Data Analyst,3,2023-07-03,118171
935,68,Tanvi,Som,tanvi.som@retailmart.com,Maintenance Staff,2,2025-04-04,24698
936,179,Bakhshi,Lalla,bakhshi.lalla@retailmart.com,Store Manager,8,2024-01-17,144662
937,4,Pavani,Wali,pavani.wali@retailmart.com,Data Engineer,1,2024-03-10,175739
938,136,Indrajit,Gupta,indrajit.gupta@retailmart.com,Inventory Clerk,10,2024-10-08,19981
939,77,Nirja,Oommen,nirja.oommen@retailmart.com,Maintenance Staff,9,2024-12-26,17530
940,104,Ryan,Acharya,ryan.acharya@retailmart.com,Data Analyst,9,2023-01-22,122356
941,88,Ayaan,Lad,ayaan.lad@retailmart.com,Data Analyst,4,2022-11-23,100750
942,182,Naksh,Mangat,naksh.mangat@retailmart.com,Logistics Coordinator,9,2025-01-27,30607
943,155,Girik,Lalla,girik.lalla@retailmart.com,Assistant Manager,7,2023-02-08,79987
944,50,Ira,Doctor,ira.doctor@retailmart.com,Visual Merchandiser,10,2025-08-24,45255
945,31,Laksh,Sethi,laksh.sethi@retailmart.com,Data Analyst,10,2026-01-12,112337
946,112,Chakradhar,Rajagopalan,chakradhar.rajagopalan@retailmart.com,HR Executive,9,2026-01-19,44634
947,200,Farhan,Sura,farhan.sura@retailmart.com,Security Supervisor,6,2025-07-30,24195
948,186,Anmol,Agate,anmol.agate@retailmart.com,Maintenance Staff,10,2024-08-12,23577
949,35,Garima,Handa,garima.handa@retailmart.com,Maintenance Staff,9,2025-02-12,24359
950,84,Megha,Sanghvi,megha.sanghvi@retailmart.com,HR Executive,7,2026-01-22,70729
951,117,Watika,Rajan,watika.rajan@retailmart.com,Regional Manager,2,2024-04-12,176313
952,120,Ikbal,Comar,ikbal.comar@retailmart.com,Marketing Associate,9,2024-11-19,20549
953,81,Manthan,Chauhan,manthan.chauhan@retailmart.com,Inventory Clerk,1,2023-01-01,29428
954,1,Ijaya,Balasubramanian,ijaya.balasubramanian@retailmart.com,Inventory Clerk,3,2025-05-16,34710
955,48,Eiravati,Gade,eiravati.gade@retailmart.com,Cashier,3,2022-04-03,23615
956,131,Om,Sunder,om.sunder@retailmart.com,Data Engineer,1,2022-03-10,194008
957,186,Maanav,Natt,maanav.natt@retailmart.com,Maintenance Staff,10,2025-06-08,17596
958,180,Anita,Korpal,anita.korpal@retailmart.com,Data Engineer,10,2025-09-22,134994
959,128,Gaurika,Gade,gaurika.gade@retailmart.com,Store Manager,1,2025-01-20,120936
960,141,Rishi,Chada,rishi.chada@retailmart.com,Data Analyst,7,2024-04-18,89051
961,3,Idika,Saini,idika.saini@retailmart.com,Sales Executive,1,2025-09-05,27215
962,174,Chaitaly,Padmanabhan,chaitaly.padmanabhan@retailmart.com,Cashier,10,2022-05-11,27756
963,176,Hema,Lala,hema.lala@retailmart.com,Data Engineer,4,2025-05-19,205721
964,4,Ekaraj,Karpe,ekaraj.karpe@retailmart.com,Store Manager,3,2024-01-12,80357
965,140,Noah,Saxena,noah.saxena@retailmart.com,Regional Manager,9,2026-02-15,232291
966,37,Kevin,Bora,kevin.bora@retailmart.com,Store Associate,9,2024-10-18,16647
967,12,Yachana,Rastogi,yachana.rastogi@retailmart.com,Customer Service Rep,7,2025-09-30,42812
968,95,Matthew,Manda,matthew.manda@retailmart.com,Store Associate,5,2023-01-18,27405
969,63,Dominic,Sawhney,dominic.sawhney@retailmart.com,Marketing Associate,10,2024-03-16,29625
970,109,Tristan,Mukhopadhyay,tristan.mukhopadhyay@retailmart.com,Finance Executive,1,2025-01-27,53770
971,47,Omkaar,Sampath,omkaar.sampath@retailmart.com,Finance Executive,9,2023-08-25,56418
972,18,Pallavi,Sami,pallavi.sami@retailmart.com,HR Executive,10,2024-07-17,61369
973,93,Sathvik,Ramaswamy,sathvik.ramaswamy@retailmart.com,Regional Manager,7,2021-05-22,138459
974,145,Tanmayi,Ganguly,tanmayi.ganguly@retailmart.com,Regional Manager,6,2022-06-01,212098
975,39,Yashoda,Saha,yashoda.saha@retailmart.com,Data Analyst,2,2025-09-09,111725
976,65,Yatan,Khanna,yatan.khanna@retailmart.com,Regional Manager,9,2022-08-07,128181
977,3,Peter,Ahuja,peter.ahuja@retailmart.com,Store Associate,8,2025-07-29,22097
978,50,Dalaja,Keer,dalaja.keer@retailmart.com,Security Supervisor,8,2026-02-12,37090
979,191,Theodore,Bhargava,theodore.bhargava@retailmart.com,Data Analyst,1,2024-11-18,115029
980,57,Isaiah,Kara,isaiah.kara@retailmart.com,Visual Merchandiser,9,2023-10-29,36426
981,169,Upkaar,Bakshi,upkaar.bakshi@retailmart.com,Marketing Associate,7,2023-02-13,20567
982,187,Ganga,Varty,ganga.varty@retailmart.com,Store Associate,8,2023-07-21,23427
983,133,Anirudh,Narang,anirudh.narang@retailmart.com,Data Engineer,5,2025-07-18,144385
984,41,Yahvi,Pingle,yahvi.pingle@retailmart.com,Logistics Coordinator,2,2024-03-31,55024
985,103,Abhiram,Goyal,abhiram.goyal@retailmart.com,Security Supervisor,1,2024-08-09,32769
986,52,Jeevika,Ghosh,jeevika.ghosh@retailmart.com,Inventory Clerk,3,2025-02-16,25728
987,186,Gunbir,Deep,gunbir.deep@retailmart.com,Logistics Coordinator,2,2026-02-14,55879
988,81,Dipta,Sur,dipta.sur@retailmart.com,Assistant Manager,9,2023-07-10,69409
989,18,Tripti,Dalal,tripti.dalal@retailmart.com,Data Engineer,10,2026-01-31,120519
990,194,Banjeet,Bhakta,banjeet.bhakta@retailmart.com,Maintenance Staff,4,2024-09-18,22878
991,27,Watika,Kannan,watika.kannan@retailmart.com,Maintenance Staff,5,2024-09-04,19513
992,2,Aashi,Gokhale,aashi.gokhale@retailmart.com,Marketing Associate,3,2025-03-23,21669
993,115,Chasmum,Lad,chasmum.lad@retailmart.com,Data Analyst,2,2022-04-01,76343
994,72,Krisha,Khare,krisha.khare@retailmart.com,Store Associate,2,2025-12-06,15560
995,120,Jagdish,Om,jagdish.om@retailmart.com,Data Engineer,9,2025-10-08,113494
996,171,Avni,Bassi,avni.bassi@retailmart.com,Data Analyst,5,2025-05-02,126354
997,14,Timothy,Ranganathan,timothy.ranganathan@retailmart.com,Marketing Associate,1,2026-01-01,24565
998,152,Shivansh,Kuruvilla,shivansh.kuruvilla@retailmart.com,Cashier,4,2022-08-27,20207
999,34,Vansha,Chand,vansha.chand@retailmart.com,Store Manager,9,2024-05-13,97374
1000,53,Vihaan,Malhotra,vihaan.malhotra@retailmart.com,Security Supervisor,10,2025-06-03,21866
1001,87,Bhavini,Kalita,bhavini.kalita@retailmart.com,Maintenance Staff,7,2026-02-17,24249
1002,194,Nisha,Kota,nisha.kota@retailmart.com,Finance Executive,2,2024-12-24,69322
1003,65,Deepa,Jha,deepa.jha@retailmart.com,Data Analyst,1,2023-04-25,102293
1004,51,Zayan,Hayre,zayan.hayre@retailmart.com,Security Supervisor,7,2023-12-15,27866
1005,74,Yuvraj,Bhatt,yuvraj.bhatt@retailmart.com,Visual Merchandiser,3,2025-03-11,51565
1006,44,Advaith,Pai,advaith.pai@retailmart.com,Assistant Manager,5,2025-05-30,89338
1007,115,Arin,Mohanty,arin.mohanty@retailmart.com,Security Supervisor,9,2025-06-11,29721
1008,136,Qabil,Gaba,qabil.gaba@retailmart.com,Finance Executive,1,2023-09-27,53021
1009,106,Gayathri,Dixit,gayathri.dixit@retailmart.com,Cashier,2,2025-05-04,22484
1010,101,Ekani,Narula,ekani.narula@retailmart.com,Customer Service Rep,2,2025-09-26,36888
1011,186,Matthew,Wable,matthew.wable@retailmart.com,Regional Manager,3,2025-02-18,137131
1012,45,Tanvi,Bath,tanvi.bath@retailmart.com,Cashier,5,2026-02-17,22061
1013,51,Mason,Ravi,mason.ravi@retailmart.com,Maintenance Staff,6,2024-02-12,22300
1014,11,Atharv,Boase,atharv.boase@retailmart.com,Visual Merchandiser,6,2025-09-16,52810
1015,113,Lakshmi,Kala,lakshmi.kala@retailmart.com,Store Manager,6,2024-01-07,120463
1016,44,Ridhi,Shah,ridhi.shah@retailmart.com,Customer Service Rep,9,2024-07-19,34328
1017,196,Advay,Venkataraman,advay.venkataraman@retailmart.com,Cashier,8,2025-01-19,24459
1018,170,Ekantika,Pant,ekantika.pant@retailmart.com,Customer Service Rep,10,2025-08-09,36009
1019,60,Varenya,Kurian,varenya.kurian@retailmart.com,Regional Manager,1,2024-11-18,163951
1020,12,Anya,Mohan,anya.mohan@retailmart.com,Logistics Coordinator,4,2024-09-07,47741
1021,172,Saksham,Nagarajan,saksham.nagarajan@retailmart.com,Finance Executive,5,2024-07-27,47365
1022,24,Azad,Thaker,azad.thaker@retailmart.com,Marketing Associate,1,2025-08-20,28899
1023,194,Shivani,Solanki,shivani.solanki@retailmart.com,Finance Executive,7,2025-03-05,49197
1024,108,Priya,Rastogi,priya.rastogi@retailmart.com,Regional Manager,8,2025-03-05,207776
1025,74,Jagrati,Loke,jagrati.loke@retailmart.com,Customer Service Rep,9,2025-04-22,22061
1026,109,Aarnav,Vohra,aarnav.vohra@retailmart.com,Maintenance Staff,2,2025-11-23,22001
1027,1,Pooja,Pall,pooja.pall@retailmart.com,Security Supervisor,9,2026-01-29,26046
1028,34,Nihal,Anne,nihal.anne@retailmart.com,Finance Executive,9,2025-06-17,61286
1029,100,Rushil,Mutti,rushil.mutti@retailmart.com,Finance Executive,3,2025-08-07,42557
1030,18,Ishani,Kapadia,ishani.kapadia@retailmart.com,Visual Merchandiser,10,2024-03-15,38101
1031,11,Omaja,Uppal,omaja.uppal@retailmart.com,Assistant Manager,8,2025-06-26,75108
1032,75,Chakrika,Rajagopalan,chakrika.rajagopalan@retailmart.com,Logistics Coordinator,2,2025-01-31,31742
1033,85,Ikshita,Sami,ikshita.sami@retailmart.com,Finance Executive,1,2024-07-29,78003
1034,180,Tejas,Som,tejas.som@retailmart.com,Marketing Associate,10,2026-01-27,34946
1035,123,Kavya,Bhattacharyya,kavya.bhattacharyya@retailmart.com,Store Associate,2,2023-10-09,18413
1036,9,Adya,Borra,adya.borra@retailmart.com,Data Analyst,2,2025-12-30,64483
1037,71,Vrinda,Bansal,vrinda.bansal@retailmart.com,Data Engineer,4,2025-11-28,142627
1038,27,Jagrati,Sanghvi,jagrati.sanghvi@retailmart.com,Cashier,4,2026-02-10,15597
1039,78,Advika,Bassi,advika.bassi@retailmart.com,Store Manager,8,2023-05-10,99713
1040,79,Eta,Gulati,eta.gulati@retailmart.com,Regional Manager,4,2025-07-13,247453
1041,109,Ganga,Badami,ganga.badami@retailmart.com,Maintenance Staff,3,2023-08-30,20476
1042,103,Vyanjana,Sule,vyanjana.sule@retailmart.com,Finance Executive,8,2024-11-16,45194
1043,86,Jairaj,Krish,jairaj.krish@retailmart.com,Store Associate,4,2025-09-17,25270
1044,26,Chatura,Dhar,chatura.dhar@retailmart.com,Cashier,7,2024-10-10,19466
1045,86,Kala,Venkatesh,kala.venkatesh@retailmart.com,HR Executive,3,2025-02-09,39078
1046,82,Ria,Chacko,ria.chacko@retailmart.com,Inventory Clerk,4,2023-11-16,23072
1047,197,Janani,Shanker,janani.shanker@retailmart.com,Data Engineer,7,2024-03-13,115790
1048,154,Anvi,Bahri,anvi.bahri@retailmart.com,Maintenance Staff,5,2025-12-05,12695
1049,77,Oscar,Viswanathan,oscar.viswanathan@retailmart.com,Finance Executive,9,2025-05-04,59988
1050,106,Fiyaz,Sha,fiyaz.sha@retailmart.com,Marketing Associate,7,2024-10-03,39163
1051,133,Laban,Jani,laban.jani@retailmart.com,Finance Executive,2,2021-08-11,40383
1052,46,Vasatika,Dora,vasatika.dora@retailmart.com,Store Associate,8,2023-12-21,23893
1053,127,Anirudh,Sarna,anirudh.sarna@retailmart.com,Customer Service Rep,4,2025-03-08,34674
1054,88,Amara,Hayre,amara.hayre@retailmart.com,Cashier,9,2025-07-27,24085
1055,67,Ayush,Thakkar,ayush.thakkar@retailmart.com,Sales Executive,3,2025-09-23,43441
1056,99,Ekansh,Dixit,ekansh.dixit@retailmart.com,Finance Executive,1,2022-02-20,41685
1057,26,Kevin,Balasubramanian,kevin.balasubramanian@retailmart.com,Logistics Coordinator,2,2025-04-10,66677
1058,193,Aradhana,Taneja,aradhana.taneja@retailmart.com,Sales Executive,5,2022-02-03,38507
1059,120,Balhaar,Deol,balhaar.deol@retailmart.com,HR Executive,6,2025-07-16,70142
1060,195,Mitali,Chokshi,mitali.chokshi@retailmart.com,Store Manager,1,2022-09-20,80498
1061,96,Widisha,Oommen,widisha.oommen@retailmart.com,Regional Manager,4,2025-09-26,131281
1062,174,Faras,Shroff,faras.shroff@retailmart.com,Store Associate,6,2023-12-11,22870
1063,193,Brinda,Dhillon,brinda.dhillon@retailmart.com,Store Manager,7,2023-10-29,146797
1064,72,Ekalinga,Chauhan,ekalinga.chauhan@retailmart.com,Logistics Coordinator,2,2023-02-02,33167
1065,182,Anamika,Kala,anamika.kala@retailmart.com,Security Supervisor,2,2025-09-17,29478
1066,71,Laban,Kota,laban.kota@retailmart.com,Logistics Coordinator,7,2023-12-01,52987
1067,16,Sanaya,Garde,sanaya.garde@retailmart.com,Assistant Manager,10,2025-08-24,63171
1068,7,Isaiah,Bora,isaiah.bora@retailmart.com,Finance Executive,9,2024-07-13,43403
1069,27,Devansh,Khare,devansh.khare@retailmart.com,Customer Service Rep,8,2024-09-21,39474
1070,198,Eiravati,Loke,eiravati.loke@retailmart.com,Visual Merchandiser,6,2023-09-27,37907
1071,34,Yauvani,Sanghvi,yauvani.sanghvi@retailmart.com,Store Associate,9,2025-09-30,16460
1072,100,Odika,Hans,odika.hans@retailmart.com,Data Engineer,5,2025-10-20,112185
1073,33,Bakhshi,Mittal,bakhshi.mittal@retailmart.com,Regional Manager,10,2025-10-29,249818
1074,124,Timothy,Mann,timothy.mann@retailmart.com,Regional Manager,1,2024-07-14,214351
1075,173,Noah,Devan,noah.devan@retailmart.com,Finance Executive,5,2024-05-31,79064
1076,129,Aahana,Bhalla,aahana.bhalla@retailmart.com,Store Associate,5,2022-11-18,28224
1077,5,Ayushman,Rana,ayushman.rana@retailmart.com,Visual Merchandiser,10,2026-01-11,44158
1078,96,Balvan,Mander,balvan.mander@retailmart.com,Marketing Associate,6,2023-06-09,28657
1079,148,Banjeet,Ahluwalia,banjeet.ahluwalia@retailmart.com,Store Associate,10,2024-05-06,22053
1080,117,Lohit,Gala,lohit.gala@retailmart.com,Assistant Manager,10,2024-06-16,78641
1081,59,Gaurangi,Nayak,gaurangi.nayak@retailmart.com,Data Analyst,3,2026-02-25,137741
1082,6,Mohini,Ramaswamy,mohini.ramaswamy@retailmart.com,Logistics Coordinator,8,2025-03-06,62768
1083,1,Omisha,Sule,omisha.sule@retailmart.com,Marketing Associate,9,2025-11-05,34476
1084,164,Baghyawati,Deshpande,baghyawati.deshpande@retailmart.com,Maintenance Staff,2,2024-05-05,21010
1085,92,Baghyawati,Chakraborty,baghyawati.chakraborty@retailmart.com,Maintenance Staff,10,2025-07-22,19434
1086,131,Girish,Pai,girish.pai@retailmart.com,Regional Manager,8,2025-08-08,138715
1087,45,Maya,Anand,maya.anand@retailmart.com,HR Executive,6,2025-12-28,43080
1088,1,Chaaya,Gala,chaaya.gala@retailmart.com,HR Executive,6,2024-11-05,35187
1089,36,Kalpit,Barman,kalpit.barman@retailmart.com,Data Analyst,1,2024-03-18,112540
1090,187,Quincy,Bora,quincy.bora@retailmart.com,Logistics Coordinator,10,2023-12-25,37925
1091,24,Jairaj,Chowdhury,jairaj.chowdhury@retailmart.com,HR Executive,3,2024-06-30,58525
1092,197,Dipta,Sodhi,dipta.sodhi@retailmart.com,HR Executive,4,2023-05-03,57953
1093,17,Harish,Gala,harish.gala@retailmart.com,Sales Executive,6,2025-10-05,31390
1094,6,Xiti,Kade,xiti.kade@retailmart.com,Sales Executive,5,2025-02-22,35365
1095,91,Leela,Dhingra,leela.dhingra@retailmart.com,Finance Executive,9,2022-08-25,75902
1096,118,Samaksh,Hayre,samaksh.hayre@retailmart.com,Customer Service Rep,2,2025-08-17,21828
1097,152,Guneet,Sama,guneet.sama@retailmart.com,Cashier,9,2022-02-19,18706
1098,123,Falguni,Prabhu,falguni.prabhu@retailmart.com,HR Executive,2,2024-12-30,62609
1099,41,Anita,Dada,anita.dada@retailmart.com,Inventory Clerk,2,2025-05-10,25156
1100,122,Omaja,Tripathi,omaja.tripathi@retailmart.com,Data Engineer,7,2025-02-03,116592
1101,107,Hardik,Ravel,hardik.ravel@retailmart.com,Assistant Manager,8,2025-03-24,58628
1102,152,Falak,Butala,falak.butala@retailmart.com,Data Engineer,5,2024-11-01,157899
1103,33,Charita,Kumar,charita.kumar@retailmart.com,Store Manager,4,2025-04-30,136444
1104,169,Hredhaan,Bansal,hredhaan.bansal@retailmart.com,Finance Executive,8,2025-02-28,45817
1105,157,Utkarsh,Sabharwal,utkarsh.sabharwal@retailmart.com,HR Executive,6,2023-05-22,46567
1106,161,Manthan,Basak,manthan.basak@retailmart.com,Data Analyst,3,2025-05-18,75656
1107,125,Daksha,Ahluwalia,daksha.ahluwalia@retailmart.com,Marketing Associate,7,2024-02-21,42274
1108,90,Abdul,Swaminathan,abdul.swaminathan@retailmart.com,Visual Merchandiser,9,2025-05-03,46134
1109,71,Wishi,Ram,wishi.ram@retailmart.com,Marketing Associate,3,2026-02-25,22068
1110,101,Wyatt,Kibe,wyatt.kibe@retailmart.com,Store Manager,3,2021-10-28,110552
